Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   25000/200004      tinyxml2::XMLAttribute::Name() const [57]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::Next() const [108]
-----------------------------------------------
                                                 <spontaneous>
[17]     0.1    0.02    0.00                 __gdtoa [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     0.1    0.02    0.00                 __mingw_pformat [18]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.1    0.02    0.00                 __pformat_int [19]
-----------------------------------------------
                                                 <spontaneous>
[20]     0.1    0.02    0.00                 __pformat_putc [20]
-----------------------------------------------
                0.00    0.02   25000/25000       _fu0___ZSt4cout [10]
[21]     0.1    0.00    0.02   25000         tinyxml2::XMLElement::SetAttribute(char const*, bool) [21]
                0.01    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(bool) [29]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
-----------------------------------------------
                0.00    0.00   25000/100000      tinyxml2::XMLElement::SetAttribute(char const*, char const*) [40]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::SetAttribute(char const*, bool) [21]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::SetAttribute(char const*, double) [41]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::SetAttribute(char const*, int) [42]
[22]     0.1    0.00    0.02  100000         tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
                0.01    0.00   25000/25000       tinyxml2::MemPoolT<36>::Alloc() [36]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetName(char const*) [49]
                0.00    0.00   75000/323796339     tinyxml2::XMLUtil::StringEqual(char const*, char const*, int) [4]
                0.00    0.00   75000/200004      tinyxml2::XMLAttribute::Name() const [57]
                0.00    0.00   25000/50002       operator new(unsigned int, void*) [90]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::XMLAttribute() [103]
                0.00    0.00   25000/25000       tinyxml2::MemPoolT<36>::SetTracked() [106]
-----------------------------------------------
                0.00    0.02   25000/25000       tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [16]
[23]     0.1    0.00    0.02   25000         tinyxml2::XMLPrinter::PushAttribute(char const*, char const*) [23]
                0.01    0.00   25000/25000       tinyxml2::XMLPrinter::PrintString(char const*, bool) [31]
                0.00    0.00   50000/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.1    0.00    0.02                 main [24]
                0.00    0.02       1/1           tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
                0.00    0.00       1/1           tinyxml2::XMLDocument::RootElement() [59]
                0.00    0.00       1/1           tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
                0.00    0.00       1/2           tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
                0.00    0.00       1/1           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [176]
-----------------------------------------------
                0.00    0.02       1/1           main [24]
[25]     0.1    0.00    0.02       1         tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
                0.01    0.00       1/1           tinyxml2::XMLUtil::ReadBOM(char const*, bool*) [26]
                0.00    0.00       1/1           tinyxml2::XMLDocument::Clear() [70]
                0.00    0.00       1/1           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
                0.00    0.00       1/1           tinyxml2::XMLUtil::SkipWhiteSpace(char const*) [146]
-----------------------------------------------
                0.01    0.00       1/1           tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
[26]     0.1    0.01    0.00       1         tinyxml2::XMLUtil::ReadBOM(char const*, bool*) [26]
-----------------------------------------------
                0.00    0.01   25000/25000       tinyxml2::XMLDocument::NewElement(char const*) [28]
[27]     0.1    0.00    0.01   25000         tinyxml2::XMLElement::SetName(char const*, bool) [27]
                0.01    0.00   25000/25000       tinyxml2::XMLNode::SetValue(char const*, bool) [30]
-----------------------------------------------
                0.00    0.01   25000/25000       _fu0___ZSt4cout [10]
[28]     0.1    0.00    0.01   25000         tinyxml2::XMLDocument::NewElement(char const*) [28]
                0.00    0.01   25000/25000       tinyxml2::XMLElement::SetName(char const*, bool) [27]
                0.00    0.00   25000/25001       tinyxml2::MemPoolT<52>::Alloc() [102]
                0.00    0.00   25000/50002       operator new(unsigned int, void*) [90]
                0.00    0.00   25000/25001       tinyxml2::XMLElement::XMLElement(tinyxml2::XMLDocument*) [99]
-----------------------------------------------
                0.01    0.00   25000/25000       tinyxml2::XMLElement::SetAttribute(char const*, bool) [21]
[29]     0.1    0.01    0.00   25000         tinyxml2::XMLAttribute::SetAttribute(bool) [29]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
                0.00    0.00   25000/25000       tinyxml2::XMLUtil::ToStr(bool, char*, int) [104]
-----------------------------------------------
                0.01    0.00   25000/25000       tinyxml2::XMLElement::SetName(char const*, bool) [27]
[30]     0.1    0.01    0.00   25000         tinyxml2::XMLNode::SetValue(char const*, bool) [30]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
-----------------------------------------------
                0.01    0.00   25000/25000       tinyxml2::XMLPrinter::PushAttribute(char const*, char const*) [23]
[31]     0.1    0.01    0.00   25000         tinyxml2::XMLPrinter::PrintString(char const*, bool) [31]
                0.00    0.00   25000/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
-----------------------------------------------
[32]     0.1    0.01    0.00    1003+74007   <cycle 1 as a whole> [32]
                0.01    0.00   25005             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
                0.00    0.00   25001             tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
                0.00    0.00   25003             tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00       1             tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [145]
-----------------------------------------------
                0.00    0.01    1000/1000        _fu5___ZSt4cout [9]
[33]     0.1    0.00    0.01    1000         tinyxml2::XMLNode::DeleteChild(tinyxml2::XMLNode*) [33]
                0.01    0.00    1000/1003        tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
                0.00    0.00    1000/25001       tinyxml2::MemPoolT<52>::Free(void*) [101]
-----------------------------------------------
                0.00    0.00       1/125007      tinyxml2::XMLPrinter::PushDeclaration(char const*) [78]
                0.00    0.00       2/125007      tinyxml2::XMLPrinter::SealElement() [77]
                0.00    0.00   25000/125007      tinyxml2::XMLPrinter::PrintString(char const*, bool) [31]
                0.00    0.00   25002/125007      tinyxml2::XMLPrinter::OpenElement(char const*) [43]
                0.00    0.00   25002/125007      tinyxml2::XMLPrinter::CloseElement() [51]
                0.00    0.00   50000/125007      tinyxml2::XMLPrinter::PushAttribute(char const*, char const*) [23]
[34]     0.1    0.01    0.00  125007         tinyxml2::XMLPrinter::Print(char const*, ...) [34]
                0.00    0.00  125007/125007      tinyxml2::DynArray<char, 20>::PushArr(int) [87]
-----------------------------------------------
                               25003             tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00       1/1003        tinyxml2::XMLDocument::~XMLDocument() [68]
                0.00    0.00       1/1003        tinyxml2::XMLDocument::Clear() [70]
[35]     0.1    0.01    0.00   25005         tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
                0.00    0.00   24002/25002       tinyxml2::XMLNode::Unlink(tinyxml2::XMLNode*) [93]
                0.00    0.00   24001/25001       tinyxml2::MemPoolT<52>::Free(void*) [101]
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::Free(void*) [161]
                               24001             tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
                                   1             tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [145]
-----------------------------------------------
                0.01    0.00   25000/25000       tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
[36]     0.1    0.01    0.00   25000         tinyxml2::MemPoolT<36>::Alloc() [36]
                0.00    0.00     222/222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Push(tinyxml2::MemPoolT<36>::Block*) [119]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.1    0.01    0.00                 __chkstk_ms [37]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.1    0.01    0.00                 __freedtoa [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.1    0.01    0.00                 snprintf [39]
-----------------------------------------------
                0.00    0.01   25000/25000       _fu0___ZSt4cout [10]
[40]     0.1    0.00    0.01   25000         tinyxml2::XMLElement::SetAttribute(char const*, char const*) [40]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(char const*) [46]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
-----------------------------------------------
                0.00    0.01   25000/25000       _fu0___ZSt4cout [10]
[41]     0.1    0.00    0.01   25000         tinyxml2::XMLElement::SetAttribute(char const*, double) [41]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(double) [47]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
-----------------------------------------------
                0.00    0.01   25000/25000       _fu0___ZSt4cout [10]
[42]     0.1    0.00    0.01   25000         tinyxml2::XMLElement::SetAttribute(char const*, int) [42]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(int) [48]
                0.00    0.00   25000/100000      tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
-----------------------------------------------
                0.00    0.00       1/25002       _fu8___ZSt3cin [12]
                0.00    0.00   25001/25002       tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [16]
[43]     0.0    0.01    0.00   25002         tinyxml2::XMLPrinter::OpenElement(char const*) [43]
                0.00    0.00   25002/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
                0.00    0.00       1/2           tinyxml2::XMLPrinter::SealElement() [77]
                0.00    0.00   25002/25002       tinyxml2::DynArray<char const*, 10>::Push(char const*) [96]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.0    0.01    0.00                 tinyxml2::XMLPrinter::PushHeader(bool, bool) [44]
-----------------------------------------------
                0.00    0.00       2/225007      tinyxml2::StrPair::Set(char*, char*, int) [80]
                0.00    0.00   75005/225007      tinyxml2::StrPair::~StrPair() [54]
                0.00    0.00  150000/225007      tinyxml2::StrPair::SetStr(char const*, int) [11]
[45]     0.0    0.00    0.00  225007         tinyxml2::StrPair::Reset() [45]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::SetAttribute(char const*, char const*) [40]
[46]     0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::SetAttribute(char const*) [46]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::SetAttribute(char const*, double) [41]
[47]     0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::SetAttribute(double) [47]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
                0.00    0.00   25000/25000       tinyxml2::XMLUtil::ToStr(double, char*, int) [105]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::SetAttribute(char const*, int) [42]
[48]     0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::SetAttribute(int) [48]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
                0.00    0.00   25000/76000       tinyxml2::XMLUtil::ToStr(int, char*, int) [88]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
[49]     0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::SetName(char const*) [49]
                0.00    0.00   25000/150000      tinyxml2::StrPair::SetStr(char const*, int) [11]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.0    0.00    0.00                 _fu1___ZSt4cout [50]
                0.00    0.00       4/26005       tinyxml2::XMLNode::FirstChildElement(char const*) [1]
                0.00    0.00       1/25001       tinyxml2::XMLElement::FloatAttribute(char const*) const [62]
                0.00    0.00       1/25001       tinyxml2::XMLElement::BoolAttribute(char const*) const [61]
                0.00    0.00       1/25001       tinyxml2::XMLElement::IntAttribute(char const*) const [60]
                0.00    0.00       1/25001       tinyxml2::XMLElement::Attribute(char const*, char const*) const [66]
-----------------------------------------------
                0.00    0.00       1/25002       _fu8___ZSt3cin [12]
                0.00    0.00   25001/25002       tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLElement const&) [52]
[51]     0.0    0.00    0.00   25002         tinyxml2::XMLPrinter::CloseElement() [51]
                0.00    0.00   25002/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
                0.00    0.00   25002/25002       tinyxml2::DynArray<char const*, 10>::Pop() [95]
-----------------------------------------------
                0.00    0.00   25001/25001       tinyxml2::XMLElement::Accept(tinyxml2::XMLVisitor*) const [15]
[52]     0.0    0.00    0.00   25001         tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLElement const&) [52]
                0.00    0.00   25001/25002       tinyxml2::XMLPrinter::CloseElement() [51]
-----------------------------------------------
                0.00    0.00   25001/100004      tinyxml2::XMLElement::Attribute(char const*, char const*) const [66]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::QueryIntAttribute(char const*, int*) const [63]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::QueryBoolAttribute(char const*, bool*) const [64]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::QueryFloatAttribute(char const*, float*) const [65]
[53]     0.0    0.00    0.00  100004         tinyxml2::XMLElement::FindAttribute(char const*) const [53]
                0.00    0.00  100004/323796339     tinyxml2::XMLUtil::StringEqual(char const*, char const*, int) [4]
                0.00    0.00  100004/200004      tinyxml2::XMLAttribute::Name() const [57]
-----------------------------------------------
                0.00    0.00       2/75005       tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
                0.00    0.00   25003/75005       tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00   50000/75005       tinyxml2::XMLAttribute::~XMLAttribute() [56]
[54]     0.0    0.00    0.00   75005         tinyxml2::StrPair::~StrPair() [54]
                0.00    0.00   75005/225007      tinyxml2::StrPair::Reset() [45]
-----------------------------------------------
                               24001             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
                0.01    0.00    1000/1003        tinyxml2::XMLNode::DeleteChild(tinyxml2::XMLNode*) [33]
[55]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::~XMLAttribute() [56]
                0.00    0.00   25000/25000       tinyxml2::MemPoolT<36>::Free(void*) [107]
                               25001             tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
[56]     0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::~XMLAttribute() [56]
                0.00    0.00   50000/75005       tinyxml2::StrPair::~StrPair() [54]
-----------------------------------------------
                0.00    0.00   25000/200004      tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [16]
                0.00    0.00   75000/200004      tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
                0.00    0.00  100004/200004      tinyxml2::XMLElement::FindAttribute(char const*) const [53]
[57]     0.0    0.00    0.00  200004         tinyxml2::XMLAttribute::Name() const [57]
                0.00    0.00  200004/323875335     tinyxml2::StrPair::GetStr() [7]
-----------------------------------------------
                                   1             tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [145]
                               25001             tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
                0.00    0.00       1/1003        tinyxml2::XMLDocument::~XMLDocument() [68]
[58]     0.0    0.00    0.00   25003         tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00   25003/75005       tinyxml2::StrPair::~StrPair() [54]
                0.00    0.00    1000/25002       tinyxml2::XMLNode::Unlink(tinyxml2::XMLNode*) [93]
                               25003             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
-----------------------------------------------
                0.00    0.00       1/1           main [24]
[59]     0.0    0.00    0.00       1         tinyxml2::XMLDocument::RootElement() [59]
                0.00    0.00       1/26005       tinyxml2::XMLNode::FirstChildElement(char const*) [1]
-----------------------------------------------
                0.00    0.00       1/25001       _fu1___ZSt4cout [50]
                0.00    0.00   25000/25001       _fu3___ZSt4cout [3]
[60]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::IntAttribute(char const*) const [60]
                0.00    0.00   25001/25001       tinyxml2::XMLElement::QueryIntAttribute(char const*, int*) const [63]
-----------------------------------------------
                0.00    0.00       1/25001       _fu1___ZSt4cout [50]
                0.00    0.00   25000/25001       _fu3___ZSt4cout [3]
[61]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::BoolAttribute(char const*) const [61]
                0.00    0.00   25001/25001       tinyxml2::XMLElement::QueryBoolAttribute(char const*, bool*) const [64]
-----------------------------------------------
                0.00    0.00       1/25001       _fu1___ZSt4cout [50]
                0.00    0.00   25000/25001       _fu3___ZSt4cout [3]
[62]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::FloatAttribute(char const*) const [62]
                0.00    0.00   25001/25001       tinyxml2::XMLElement::QueryFloatAttribute(char const*, float*) const [65]
-----------------------------------------------
                0.00    0.00   25001/25001       tinyxml2::XMLElement::IntAttribute(char const*) const [60]
[63]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::QueryIntAttribute(char const*, int*) const [63]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::FindAttribute(char const*) const [53]
                0.00    0.00    1000/1000        tinyxml2::XMLAttribute::QueryIntValue(int*) const [71]
-----------------------------------------------
                0.00    0.00   25001/25001       tinyxml2::XMLElement::BoolAttribute(char const*) const [61]
[64]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::QueryBoolAttribute(char const*, bool*) const [64]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::FindAttribute(char const*) const [53]
                0.00    0.00    1000/1000        tinyxml2::XMLAttribute::QueryBoolValue(bool*) const [72]
-----------------------------------------------
                0.00    0.00   25001/25001       tinyxml2::XMLElement::FloatAttribute(char const*) const [62]
[65]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::QueryFloatAttribute(char const*, float*) const [65]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::FindAttribute(char const*) const [53]
                0.00    0.00    1000/1000        tinyxml2::XMLAttribute::QueryFloatValue(float*) const [73]
-----------------------------------------------
                0.00    0.00       1/25001       _fu1___ZSt4cout [50]
                0.00    0.00   25000/25001       _fu3___ZSt4cout [3]
[66]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::Attribute(char const*, char const*) const [66]
                0.00    0.00   25001/100004      tinyxml2::XMLElement::FindAttribute(char const*) const [53]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::Value() const [67]
-----------------------------------------------
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::QueryIntValue(int*) const [71]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::QueryBoolValue(bool*) const [72]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::QueryFloatValue(float*) const [73]
                0.00    0.00    1000/29000       tinyxml2::XMLElement::Attribute(char const*, char const*) const [66]
                0.00    0.00   25000/29000       tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [16]
[67]     0.0    0.00    0.00   29000         tinyxml2::XMLAttribute::Value() const [67]
                0.00    0.00   29000/323875335     tinyxml2::StrPair::GetStr() [7]
-----------------------------------------------
                0.00    0.00       1/1           _fu9___ZSt3cin [69]
[68]     0.0    0.00    0.00       1         tinyxml2::XMLDocument::~XMLDocument() [68]
                0.00    0.00       1/1003        tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
                0.00    0.00       1/1003        tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::~MemPoolT() [164]
                0.00    0.00       1/1           tinyxml2::MemPoolT<48>::~MemPoolT() [166]
                0.00    0.00       1/1           tinyxml2::MemPoolT<36>::~MemPoolT() [159]
                0.00    0.00       1/1           tinyxml2::MemPoolT<52>::~MemPoolT() [168]
-----------------------------------------------
                                                 <spontaneous>
[69]     0.0    0.00    0.00                 _fu9___ZSt3cin [69]
                0.00    0.00       1/1           tinyxml2::XMLDocument::~XMLDocument() [68]
                0.00    0.00       1/2           tinyxml2::XMLPrinter::~XMLPrinter() [130]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
[70]     0.0    0.00    0.00       1         tinyxml2::XMLDocument::Clear() [70]
                0.00    0.00       1/1003        tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
-----------------------------------------------
                0.00    0.00    1000/1000        tinyxml2::XMLElement::QueryIntAttribute(char const*, int*) const [63]
[71]     0.0    0.00    0.00    1000         tinyxml2::XMLAttribute::QueryIntValue(int*) const [71]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::Value() const [67]
                0.00    0.00    1000/2000        tinyxml2::XMLUtil::ToInt(char const*, int*) [110]
-----------------------------------------------
                0.00    0.00    1000/1000        tinyxml2::XMLElement::QueryBoolAttribute(char const*, bool*) const [64]
[72]     0.0    0.00    0.00    1000         tinyxml2::XMLAttribute::QueryBoolValue(bool*) const [72]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::Value() const [67]
                0.00    0.00    1000/1000        tinyxml2::XMLUtil::ToBool(char const*, bool*) [111]
-----------------------------------------------
                0.00    0.00    1000/1000        tinyxml2::XMLElement::QueryFloatAttribute(char const*, float*) const [65]
[73]     0.0    0.00    0.00    1000         tinyxml2::XMLAttribute::QueryFloatValue(float*) const [73]
                0.00    0.00    1000/29000       tinyxml2::XMLAttribute::Value() const [67]
                0.00    0.00    1000/1000        tinyxml2::XMLUtil::ToFloat(char const*, float*) [112]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
[74]     0.0    0.00    0.00       1         tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
                0.00    0.00       2/2           tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
                0.00    0.00       2/75005       tinyxml2::StrPair::~StrPair() [54]
                0.00    0.00       1/1           tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
                0.00    0.00       1/1           tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*) [82]
                0.00    0.00       3/323621333     tinyxml2::XMLElement::ToElement() [8]
                0.00    0.00       3/4           tinyxml2::StrPair::Empty() const [127]
                0.00    0.00       2/75005       tinyxml2::StrPair::StrPair() [89]
                0.00    0.00       2/3           tinyxml2::XMLNode::ToElement() [128]
                0.00    0.00       2/2           tinyxml2::XMLElement::ClosingType() const [138]
                0.00    0.00       2/25002       tinyxml2::XMLNode::InsertEndChild(tinyxml2::XMLNode*) [92]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDeclaration::Accept(tinyxml2::XMLVisitor*) const [76]
[75]     0.0    0.00    0.00       1         tinyxml2::XMLPrinter::Visit(tinyxml2::XMLDeclaration const&) [75]
                0.00    0.00       1/1           tinyxml2::XMLPrinter::PushDeclaration(char const*) [78]
                0.00    0.00       1/323646331     tinyxml2::XMLNode::Value() const [6]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const [14]
[76]     0.0    0.00    0.00       1         tinyxml2::XMLDeclaration::Accept(tinyxml2::XMLVisitor*) const [76]
                0.00    0.00       1/1           tinyxml2::XMLPrinter::Visit(tinyxml2::XMLDeclaration const&) [75]
-----------------------------------------------
                0.00    0.00       1/2           tinyxml2::XMLPrinter::OpenElement(char const*) [43]
                0.00    0.00       1/2           tinyxml2::XMLPrinter::PushDeclaration(char const*) [78]
[77]     0.0    0.00    0.00       2         tinyxml2::XMLPrinter::SealElement() [77]
                0.00    0.00       2/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLPrinter::Visit(tinyxml2::XMLDeclaration const&) [75]
[78]     0.0    0.00    0.00       1         tinyxml2::XMLPrinter::PushDeclaration(char const*) [78]
                0.00    0.00       1/2           tinyxml2::XMLPrinter::SealElement() [77]
                0.00    0.00       1/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[79]     0.0    0.00    0.00       2         tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
                0.00    0.00       6/323796339     tinyxml2::XMLUtil::StringEqual(char const*, char const*, int) [4]
                0.00    0.00       2/4           tinyxml2::XMLUtil::SkipWhiteSpace(char*) [126]
                0.00    0.00       2/50002       operator new(unsigned int, void*) [90]
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::Alloc() [162]
                0.00    0.00       1/1           tinyxml2::XMLDeclaration::XMLDeclaration(tinyxml2::XMLDocument*) [144]
                0.00    0.00       1/25001       tinyxml2::MemPoolT<52>::Alloc() [102]
                0.00    0.00       1/25001       tinyxml2::XMLElement::XMLElement(tinyxml2::XMLDocument*) [99]
-----------------------------------------------
                0.00    0.00       1/2           tinyxml2::StrPair::ParseText(char*, char const*, int) [84]
                0.00    0.00       1/2           tinyxml2::StrPair::ParseName(char*) [83]
[80]     0.0    0.00    0.00       2         tinyxml2::StrPair::Set(char*, char*, int) [80]
                0.00    0.00       2/225007      tinyxml2::StrPair::Reset() [45]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[81]     0.0    0.00    0.00       1         tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
                0.00    0.00       1/1           tinyxml2::StrPair::ParseName(char*) [83]
                0.00    0.00       1/4           tinyxml2::XMLUtil::SkipWhiteSpace(char*) [126]
                0.00    0.00       1/4           tinyxml2::StrPair::Empty() const [127]
                0.00    0.00       1/1           tinyxml2::XMLElement::ParseAttributes(char*) [140]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[82]     0.0    0.00    0.00       1         tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*) [82]
                0.00    0.00       1/1           tinyxml2::StrPair::ParseText(char*, char const*, int) [84]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
[83]     0.0    0.00    0.00       1         tinyxml2::StrPair::ParseName(char*) [83]
                0.00    0.00       1/2           tinyxml2::StrPair::Set(char*, char*, int) [80]
                0.00    0.00       4/4           tinyxml2::XMLUtil::IsNameChar(unsigned char) [125]
                0.00    0.00       1/6           tinyxml2::XMLUtil::IsNameStartChar(unsigned char) [121]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*) [82]
[84]     0.0    0.00    0.00       1         tinyxml2::StrPair::ParseText(char*, char const*, int) [84]
                0.00    0.00       1/2           tinyxml2::StrPair::Set(char*, char*, int) [80]
-----------------------------------------------
