Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/125009      tinyxml2::DynArray<char, 20>::Push(char) [135]
                0.00    0.00  125007/125009      tinyxml2::DynArray<char, 20>::PushArr(int) [87]
[86]     0.0    0.00    0.00  125009         tinyxml2::DynArray<char, 20>::EnsureCapacity(int) [86]
-----------------------------------------------
                0.00    0.00  125007/125007      tinyxml2::XMLPrinter::Print(char const*, ...) [34]
[87]     0.0    0.00    0.00  125007         tinyxml2::DynArray<char, 20>::PushArr(int) [87]
                0.00    0.00  125007/125009      tinyxml2::DynArray<char, 20>::EnsureCapacity(int) [86]
-----------------------------------------------
                0.00    0.00    1000/76000       _fu5___ZSt4cout [9]
                0.00    0.00   25000/76000       _fu0___ZSt4cout [10]
                0.00    0.00   25000/76000       _fu3___ZSt4cout [3]
                0.00    0.00   25000/76000       tinyxml2::XMLAttribute::SetAttribute(int) [48]
[88]     0.0    0.00    0.00   76000         tinyxml2::XMLUtil::ToStr(int, char*, int) [88]
-----------------------------------------------
                0.00    0.00       2/75005       tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
                0.00    0.00   25003/75005       tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [91]
                0.00    0.00   50000/75005       tinyxml2::XMLAttribute::XMLAttribute() [103]
[89]     0.0    0.00    0.00   75005         tinyxml2::StrPair::StrPair() [89]
-----------------------------------------------
                0.00    0.00       2/50002       tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
                0.00    0.00   25000/50002       tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
                0.00    0.00   25000/50002       tinyxml2::XMLDocument::NewElement(char const*) [28]
[90]     0.0    0.00    0.00   50002         operator new(unsigned int, void*) [90]
-----------------------------------------------
                0.00    0.00       1/25003       tinyxml2::XMLDeclaration::XMLDeclaration(tinyxml2::XMLDocument*) [144]
                0.00    0.00       1/25003       tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
                0.00    0.00   25001/25003       tinyxml2::XMLElement::XMLElement(tinyxml2::XMLDocument*) [99]
[91]     0.0    0.00    0.00   25003         tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [91]
                0.00    0.00   25003/75005       tinyxml2::StrPair::StrPair() [89]
-----------------------------------------------
                0.00    0.00       2/25002       tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
                0.00    0.00   25000/25002       _fu0___ZSt4cout [10]
[92]     0.0    0.00    0.00   25002         tinyxml2::XMLNode::InsertEndChild(tinyxml2::XMLNode*) [92]
                0.00    0.00   25001/25001       tinyxml2::MemPoolT<52>::SetTracked() [100]
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::SetTracked() [160]
-----------------------------------------------
                0.00    0.00    1000/25002       tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
                0.00    0.00   24002/25002       tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
[93]     0.0    0.00    0.00   25002         tinyxml2::XMLNode::Unlink(tinyxml2::XMLNode*) [93]
-----------------------------------------------
                0.00    0.00   25002/25002       tinyxml2::DynArray<char const*, 10>::Push(char const*) [96]
[94]     0.0    0.00    0.00   25002         tinyxml2::DynArray<char const*, 10>::EnsureCapacity(int) [94]
-----------------------------------------------
                0.00    0.00   25002/25002       tinyxml2::XMLPrinter::CloseElement() [51]
[95]     0.0    0.00    0.00   25002         tinyxml2::DynArray<char const*, 10>::Pop() [95]
-----------------------------------------------
                0.00    0.00   25002/25002       tinyxml2::XMLPrinter::OpenElement(char const*) [43]
[96]     0.0    0.00    0.00   25002         tinyxml2::DynArray<char const*, 10>::Push(char const*) [96]
                0.00    0.00   25002/25002       tinyxml2::DynArray<char const*, 10>::EnsureCapacity(int) [94]
-----------------------------------------------
                0.00    0.00       1/25002       tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const [14]
                0.00    0.00   25001/25002       tinyxml2::XMLElement::Accept(tinyxml2::XMLVisitor*) const [15]
[97]     0.0    0.00    0.00   25002         tinyxml2::XMLNode::FirstChild() const [97]
-----------------------------------------------
                0.00    0.00       2/25002       tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const [14]
                0.00    0.00   25000/25002       tinyxml2::XMLElement::Accept(tinyxml2::XMLVisitor*) const [15]
[98]     0.0    0.00    0.00   25002         tinyxml2::XMLNode::NextSibling() const [98]
-----------------------------------------------
                0.00    0.00       1/25001       tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
                0.00    0.00   25000/25001       tinyxml2::XMLDocument::NewElement(char const*) [28]
[99]     0.0    0.00    0.00   25001         tinyxml2::XMLElement::XMLElement(tinyxml2::XMLDocument*) [99]
                0.00    0.00   25001/25003       tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [91]
-----------------------------------------------
                0.00    0.00   25001/25001       tinyxml2::XMLNode::InsertEndChild(tinyxml2::XMLNode*) [92]
[100]    0.0    0.00    0.00   25001         tinyxml2::MemPoolT<52>::SetTracked() [100]
-----------------------------------------------
                0.00    0.00    1000/25001       tinyxml2::XMLNode::DeleteChild(tinyxml2::XMLNode*) [33]
                0.00    0.00   24001/25001       tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
[101]    0.0    0.00    0.00   25001         tinyxml2::MemPoolT<52>::Free(void*) [101]
-----------------------------------------------
                0.00    0.00       1/25001       tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
                0.00    0.00   25000/25001       tinyxml2::XMLDocument::NewElement(char const*) [28]
[102]    0.0    0.00    0.00   25001         tinyxml2::MemPoolT<52>::Alloc() [102]
                0.00    0.00     321/321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Push(tinyxml2::MemPoolT<52>::Block*) [115]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
[103]    0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::XMLAttribute() [103]
                0.00    0.00   50000/75005       tinyxml2::StrPair::StrPair() [89]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(bool) [29]
[104]    0.0    0.00    0.00   25000         tinyxml2::XMLUtil::ToStr(bool, char*, int) [104]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLAttribute::SetAttribute(double) [47]
[105]    0.0    0.00    0.00   25000         tinyxml2::XMLUtil::ToStr(double, char*, int) [105]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::FindOrCreateAttribute(char const*) [22]
[106]    0.0    0.00    0.00   25000         tinyxml2::MemPoolT<36>::SetTracked() [106]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLElement::~XMLElement() <cycle 1> [55]
[107]    0.0    0.00    0.00   25000         tinyxml2::MemPoolT<36>::Free(void*) [107]
-----------------------------------------------
                0.00    0.00   25000/25000       tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLElement const&, tinyxml2::XMLAttribute const*) [16]
[108]    0.0    0.00    0.00   25000         tinyxml2::XMLAttribute::Next() const [108]
-----------------------------------------------
                0.00    0.00   25000/25000       _fu0___ZSt4cout [10]
[109]    0.0    0.00    0.00   25000         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [109]
-----------------------------------------------
                0.00    0.00    1000/2000        tinyxml2::XMLUtil::ToBool(char const*, bool*) [111]
                0.00    0.00    1000/2000        tinyxml2::XMLAttribute::QueryIntValue(int*) const [71]
[110]    0.0    0.00    0.00    2000         tinyxml2::XMLUtil::ToInt(char const*, int*) [110]
-----------------------------------------------
                0.00    0.00    1000/1000        tinyxml2::XMLAttribute::QueryBoolValue(bool*) const [72]
[111]    0.0    0.00    0.00    1000         tinyxml2::XMLUtil::ToBool(char const*, bool*) [111]
                0.00    0.00    1000/2000        tinyxml2::XMLUtil::ToInt(char const*, int*) [110]
-----------------------------------------------
                0.00    0.00    1000/1000        tinyxml2::XMLAttribute::QueryFloatValue(float*) const [73]
[112]    0.0    0.00    0.00    1000         tinyxml2::XMLUtil::ToFloat(char const*, float*) [112]
-----------------------------------------------
                0.00    0.00     322/322         tinyxml2::MemPoolT<52>::~MemPoolT() [168]
[113]    0.0    0.00    0.00     322         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Size() const [113]
-----------------------------------------------
                0.00    0.00     321/321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Push(tinyxml2::MemPoolT<52>::Block*) [115]
[114]    0.0    0.00    0.00     321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::EnsureCapacity(int) [114]
-----------------------------------------------
                0.00    0.00     321/321         tinyxml2::MemPoolT<52>::Alloc() [102]
[115]    0.0    0.00    0.00     321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Push(tinyxml2::MemPoolT<52>::Block*) [115]
                0.00    0.00     321/321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::EnsureCapacity(int) [114]
-----------------------------------------------
                0.00    0.00     321/321         tinyxml2::MemPoolT<52>::~MemPoolT() [168]
[116]    0.0    0.00    0.00     321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::operator[](int) [116]
-----------------------------------------------
                0.00    0.00     223/223         tinyxml2::MemPoolT<36>::~MemPoolT() [159]
[117]    0.0    0.00    0.00     223         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Size() const [117]
-----------------------------------------------
                0.00    0.00     222/222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Push(tinyxml2::MemPoolT<36>::Block*) [119]
[118]    0.0    0.00    0.00     222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::EnsureCapacity(int) [118]
-----------------------------------------------
                0.00    0.00     222/222         tinyxml2::MemPoolT<36>::Alloc() [36]
[119]    0.0    0.00    0.00     222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Push(tinyxml2::MemPoolT<36>::Block*) [119]
                0.00    0.00     222/222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::EnsureCapacity(int) [118]
-----------------------------------------------
                0.00    0.00     222/222         tinyxml2::MemPoolT<36>::~MemPoolT() [159]
[120]    0.0    0.00    0.00     222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::operator[](int) [120]
-----------------------------------------------
                0.00    0.00       1/6           tinyxml2::StrPair::ParseName(char*) [83]
                0.00    0.00       1/6           tinyxml2::XMLElement::ParseAttributes(char*) [140]
                0.00    0.00       4/6           tinyxml2::XMLUtil::IsNameChar(unsigned char) [125]
[121]    0.0    0.00    0.00       6         tinyxml2::XMLUtil::IsNameStartChar(unsigned char) [121]
-----------------------------------------------
                0.00    0.00       1/5           tinyxml2::XMLUtil::SkipWhiteSpace(char const*) [146]
                0.00    0.00       4/5           tinyxml2::XMLUtil::SkipWhiteSpace(char*) [126]
[122]    0.0    0.00    0.00       5         tinyxml2::XMLUtil::IsUTF8Continuation(char) [122]
-----------------------------------------------
                0.00    0.00       1/4           tinyxml2::MemPoolT<36>::MemPoolT() [158]
                0.00    0.00       1/4           tinyxml2::MemPoolT<44>::MemPoolT() [163]
                0.00    0.00       1/4           tinyxml2::MemPoolT<48>::MemPoolT() [165]
                0.00    0.00       1/4           tinyxml2::MemPoolT<52>::MemPoolT() [167]
[123]    0.0    0.00    0.00       4         tinyxml2::MemPool::MemPool() [123]
-----------------------------------------------
                0.00    0.00       1/4           tinyxml2::MemPoolT<36>::~MemPoolT() [159]
                0.00    0.00       1/4           tinyxml2::MemPoolT<44>::~MemPoolT() [164]
                0.00    0.00       1/4           tinyxml2::MemPoolT<48>::~MemPoolT() [166]
                0.00    0.00       1/4           tinyxml2::MemPoolT<52>::~MemPoolT() [168]
[124]    0.0    0.00    0.00       4         tinyxml2::MemPool::~MemPool() [124]
-----------------------------------------------
                0.00    0.00       4/4           tinyxml2::StrPair::ParseName(char*) [83]
[125]    0.0    0.00    0.00       4         tinyxml2::XMLUtil::IsNameChar(unsigned char) [125]
                0.00    0.00       4/6           tinyxml2::XMLUtil::IsNameStartChar(unsigned char) [121]
-----------------------------------------------
                0.00    0.00       1/4           tinyxml2::XMLElement::ParseAttributes(char*) [140]
                0.00    0.00       1/4           tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
                0.00    0.00       2/4           tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
[126]    0.0    0.00    0.00       4         tinyxml2::XMLUtil::SkipWhiteSpace(char*) [126]
                0.00    0.00       4/5           tinyxml2::XMLUtil::IsUTF8Continuation(char) [122]
-----------------------------------------------
                0.00    0.00       1/4           tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
                0.00    0.00       3/4           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[127]    0.0    0.00    0.00       4         tinyxml2::StrPair::Empty() const [127]
-----------------------------------------------
                0.00    0.00       1/3           tinyxml2::XMLNode::FirstChildElement(char const*) const [2]
                0.00    0.00       2/3           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[128]    0.0    0.00    0.00       3         tinyxml2::XMLNode::ToElement() [128]
-----------------------------------------------
                0.00    0.00       1/2           main [24]
                0.00    0.00       1/2           tinyxml2::XMLDocument::Print(tinyxml2::XMLPrinter*) const [13]
[129]    0.0    0.00    0.00       2         tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
                0.00    0.00       2/2           tinyxml2::XMLVisitor::XMLVisitor() [131]
                0.00    0.00       2/2           tinyxml2::DynArray<char const*, 10>::DynArray() [133]
                0.00    0.00       2/2           tinyxml2::DynArray<char, 20>::DynArray() [136]
                0.00    0.00       2/2           tinyxml2::DynArray<char, 20>::Push(char) [135]
-----------------------------------------------
                0.00    0.00       1/2           _fu9___ZSt3cin [69]
                0.00    0.00       1/2           tinyxml2::XMLDocument::Print(tinyxml2::XMLPrinter*) const [13]
[130]    0.0    0.00    0.00       2         tinyxml2::XMLPrinter::~XMLPrinter() [130]
                0.00    0.00       2/2           tinyxml2::DynArray<char, 20>::~DynArray() [137]
                0.00    0.00       2/2           tinyxml2::DynArray<char const*, 10>::~DynArray() [134]
                0.00    0.00       2/2           tinyxml2::XMLVisitor::~XMLVisitor() [132]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
[131]    0.0    0.00    0.00       2         tinyxml2::XMLVisitor::XMLVisitor() [131]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::~XMLPrinter() [130]
[132]    0.0    0.00    0.00       2         tinyxml2::XMLVisitor::~XMLVisitor() [132]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
[133]    0.0    0.00    0.00       2         tinyxml2::DynArray<char const*, 10>::DynArray() [133]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::~XMLPrinter() [130]
[134]    0.0    0.00    0.00       2         tinyxml2::DynArray<char const*, 10>::~DynArray() [134]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
[135]    0.0    0.00    0.00       2         tinyxml2::DynArray<char, 20>::Push(char) [135]
                0.00    0.00       2/125009      tinyxml2::DynArray<char, 20>::EnsureCapacity(int) [86]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::XMLPrinter(_iobuf*, bool, int) [129]
[136]    0.0    0.00    0.00       2         tinyxml2::DynArray<char, 20>::DynArray() [136]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLPrinter::~XMLPrinter() [130]
[137]    0.0    0.00    0.00       2         tinyxml2::DynArray<char, 20>::~DynArray() [137]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*) [74]
[138]    0.0    0.00    0.00       2         tinyxml2::XMLElement::ClosingType() const [138]
-----------------------------------------------
                0.00    0.00       2/2           tinyxml2::MemPoolT<44>::~MemPoolT() [164]
[139]    0.0    0.00    0.00       2         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Size() const [139]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*) [81]
[140]    0.0    0.00    0.00       1         tinyxml2::XMLElement::ParseAttributes(char*) [140]
                0.00    0.00       1/4           tinyxml2::XMLUtil::SkipWhiteSpace(char*) [126]
                0.00    0.00       1/6           tinyxml2::XMLUtil::IsNameStartChar(unsigned char) [121]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const [14]
[141]    0.0    0.00    0.00       1         tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLDocument const&) [141]
                0.00    0.00       1/1           tinyxml2::XMLDocument::ProcessEntities() const [171]
                0.00    0.00       1/1           tinyxml2::XMLDocument::HasBOM() const [172]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Accept(tinyxml2::XMLVisitor*) const [14]
[142]    0.0    0.00    0.00       1         tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLDocument const&) [142]
-----------------------------------------------
                0.00    0.00       1/1           main [24]
[143]    0.0    0.00    0.00       1         tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
                0.00    0.00       1/25003       tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [91]
                0.00    0.00       1/1           tinyxml2::MemPoolT<52>::MemPoolT() [167]
                0.00    0.00       1/1           tinyxml2::MemPoolT<36>::MemPoolT() [158]
                0.00    0.00       1/1           tinyxml2::MemPoolT<48>::MemPoolT() [165]
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::MemPoolT() [163]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
[144]    0.0    0.00    0.00       1         tinyxml2::XMLDeclaration::XMLDeclaration(tinyxml2::XMLDocument*) [144]
                0.00    0.00       1/25003       tinyxml2::XMLNode::XMLNode(tinyxml2::XMLDocument*) [91]
-----------------------------------------------
                                   1             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
[145]    0.0    0.00    0.00       1         tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [145]
                                   1             tinyxml2::XMLNode::~XMLNode() <cycle 1> [58]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Parse(char const*, unsigned int) [25]
[146]    0.0    0.00    0.00       1         tinyxml2::XMLUtil::SkipWhiteSpace(char const*) [146]
                0.00    0.00       1/5           tinyxml2::XMLUtil::IsUTF8Continuation(char) [122]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<36>::MemPoolT() [158]
[147]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::DynArray() [147]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<36>::~MemPoolT() [159]
[148]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::~DynArray() [148]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Push(tinyxml2::MemPoolT<44>::Block*) [150]
[149]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::EnsureCapacity(int) [149]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::Alloc() [162]
[150]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Push(tinyxml2::MemPoolT<44>::Block*) [150]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::EnsureCapacity(int) [149]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::MemPoolT() [163]
[151]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::DynArray() [151]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::~MemPoolT() [164]
[152]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::~DynArray() [152]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<44>::~MemPoolT() [164]
[153]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::operator[](int) [153]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<48>::MemPoolT() [165]
[154]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::DynArray() [154]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<48>::~MemPoolT() [166]
[155]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::~DynArray() [155]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<52>::MemPoolT() [167]
[156]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::DynArray() [156]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<52>::~MemPoolT() [168]
[157]    0.0    0.00    0.00       1         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::~DynArray() [157]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
[158]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<36>::MemPoolT() [158]
                0.00    0.00       1/4           tinyxml2::MemPool::MemPool() [123]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::DynArray() [147]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::~XMLDocument() [68]
[159]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<36>::~MemPoolT() [159]
                0.00    0.00     223/223         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::Size() const [117]
                0.00    0.00     222/222         tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::operator[](int) [120]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<36>::Block*, 10>::~DynArray() [148]
                0.00    0.00       1/4           tinyxml2::MemPool::~MemPool() [124]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLNode::InsertEndChild(tinyxml2::XMLNode*) [92]
[160]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<44>::SetTracked() [160]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLNode::DeleteChildren() <cycle 1> [35]
[161]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<44>::Free(void*) [161]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**) [79]
[162]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<44>::Alloc() [162]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Push(tinyxml2::MemPoolT<44>::Block*) [150]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
[163]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<44>::MemPoolT() [163]
                0.00    0.00       1/4           tinyxml2::MemPool::MemPool() [123]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::DynArray() [151]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::~XMLDocument() [68]
[164]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<44>::~MemPoolT() [164]
                0.00    0.00       2/2           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::Size() const [139]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::operator[](int) [153]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<44>::Block*, 10>::~DynArray() [152]
                0.00    0.00       1/4           tinyxml2::MemPool::~MemPool() [124]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
[165]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<48>::MemPoolT() [165]
                0.00    0.00       1/4           tinyxml2::MemPool::MemPool() [123]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::DynArray() [154]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::~XMLDocument() [68]
[166]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<48>::~MemPoolT() [166]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::Size() const [173]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<48>::Block*, 10>::~DynArray() [155]
                0.00    0.00       1/4           tinyxml2::MemPool::~MemPool() [124]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace) [143]
[167]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<52>::MemPoolT() [167]
                0.00    0.00       1/4           tinyxml2::MemPool::MemPool() [123]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::DynArray() [156]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLDocument::~XMLDocument() [68]
[168]    0.0    0.00    0.00       1         tinyxml2::MemPoolT<52>::~MemPoolT() [168]
                0.00    0.00     322/322         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::Size() const [113]
                0.00    0.00     321/321         tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::operator[](int) [116]
                0.00    0.00       1/1           tinyxml2::DynArray<tinyxml2::MemPoolT<52>::Block*, 10>::~DynArray() [157]
                0.00    0.00       1/4           tinyxml2::MemPool::~MemPool() [124]
-----------------------------------------------
                0.00    0.00       1/1           _fu8___ZSt3cin [12]
[169]    0.0    0.00    0.00       1         tinyxml2::XMLPrinter::CStr() const [169]
                0.00    0.00       1/1           tinyxml2::DynArray<char, 20>::Mem() const [174]
-----------------------------------------------
                0.00    0.00       1/1           _fu8___ZSt3cin [12]
[170]    0.0    0.00    0.00       1         tinyxml2::XMLPrinter::CStrSize() const [170]
                0.00    0.00       1/1           tinyxml2::DynArray<char, 20>::Size() const [175]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLDocument const&) [141]
[171]    0.0    0.00    0.00       1         tinyxml2::XMLDocument::ProcessEntities() const [171]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::XMLPrinter::VisitEnter(tinyxml2::XMLDocument const&) [141]
[172]    0.0    0.00    0.00       1         tinyxml2::XMLDocument::HasBOM() const [172]
-----------------------------------------------
                0.00    0.00       1/1           tinyxml2::MemPoolT<48>::~MemPoolT() [166]
